lane,racer_id,racer_name,racer_class,avg_st,racer_win_rate,local_win_rate,motor_2ren,boat_2ren,racer_name_beforeinfo,weight,exhibition_time,tilt,exhibition_st,temperature,wind_speed,water_temperature,wave_height,finish,race_date,jcd,venue,race_no,race_key,trifecta,trifecta_payout_per_100
6,3507,藤井 徹,B1,0.2,4.15,3.82,30.3,26.98,藤井 徹,52.6,6.88,0.0,0.07,24.0,4.0,23.0,4.0,4,20260621,10,三国,4,20260621_10_4,4-1-5,5070
1,4466,南 佑典,A2,0.16,5.88,5.4,43.55,33.85,南 佑典,51.5,6.85,0.0,-0.06,24.0,3.0,24.0,3.0,1,20260621,10,三国,5,20260621_10_5,1-3-6,790
2,4727,安部 慎一,B1,0.14,4.01,4.65,25.4,34.85,安部 慎一,53.0,6.9,0.0,-0.05,24.0,3.0,24.0,3.0,4,20260621,10,三国,5,20260621_10_5,1-3-6,790
3,4610,佐藤 大佑,A2,0.16,6.17,6.0,31.82,32.26,佐藤 大佑,54.7,6.81,0.0,0.09,24.0,3.0,24.0,3.0,2,20260621,10,三国,5,20260621_10_5,1-3-6,790
4,3718,伊達 正利,B1,0.17,4.38,4.35,36.23,31.75,伊達 正利,55.4,6.86,0.0,0.07,24.0,3.0,24.0,3.0,4,20260621,10,三国,5,20260621_10_5,1-3-6,790
5,4876,梅木 敬太,B1,0.18,4.59,4.9,12.7,27.54,梅木 敬太,53.6,6.86,0.0,0.08,24.0,3.0,24.0,3.0,4,20260621,10,三国,5,20260621_10_5,1-3-6,790
6,4732,堀本 和也,A1,0.11,6.57,0.0,34.92,20.45,堀本 和也,53.4,6.86,-0.5,0.05,24.0,3.0,24.0,3.0,3,20260621,10,三国,5,20260621_10_5,1-3-6,790
1,5272,松田 真実,B1,0.18,4.47,5.4,18.97,23.81,松田 真実,47.0,6.79,-0.5,0.16,24.0,3.0,24.0,3.0,4,20260621,10,三国,6,20260621_10_6,5-2-3,7130
2,4700,金子 和之,A2,0.14,6.15,5.75,40.91,30.77,金子 和之,52.7,6.82,0.0,-0.04,24.0,3.0,24.0,3.0,2,20260621,10,三国,6,20260621_10_6,5-2-3,7130
3,4421,森作 広大,B1,0.17,3.4,5.13,39.39,37.7,森作 広大,57.6,6.88,0.0,-0.01,24.0,3.0,24.0,3.0,3,20260621,10,三国,6,20260621_10_6,5-2-3,7130
4,4693,松下 誉士,B1,0.2,4.24,3.48,31.43,27.42,松下 誉士,54.6,6.82,0.0,0.11,24.0,3.0,24.0,3.0,4,20260621,10,三国,6,20260621_10_6,5-2-3,7130
5,3965,北中 元樹,A2,0.17,6.2,4.79,38.33,32.26,北中 元樹,54.1,6.92,0.0,0.04,24.0,3.0,24.0,3.0,1,20260621,10,三国,6,20260621_10_6,5-2-3,7130
6,4033,伊藤 将吉,A1,0.13,6.11,6.41,13.56,54.24,伊藤 将吉,53.2,6.9,0.0,0.05,24.0,3.0,24.0,3.0,4,20260621,10,三国,6,20260621_10_6,5-2-3,7130
1,4405,南野 利騰,B1,0.16,4.34,4.31,40.85,36.51,南野 利騰,53.8,6.87,0.0,0.08,24.0,5.0,24.0,5.0,3,20260621,10,三国,7,20260621_10_7,3-5-1,37780
2,4886,入海 馨,A1,0.14,5.8,6.6,42.86,46.67,入海 馨,54.7,6.81,0.0,0.01,24.0,5.0,24.0,5.0,4,20260621,10,三国,7,20260621_10_7,3-5-1,37780
3,3790,佐口 達也,B1,0.2,4.69,0.0,28.99,32.84,佐口 達也,53.0,6.83,0.0,0.21,24.0,5.0,24.0,5.0,1,20260621,10,三国,7,20260621_10_7,3-5-1,37780
4,5416,龍田 真白,B2,0.19,2.58,4.75,25.0,15.94,龍田 真白,44.0,6.8,0.0,0.11,24.0,5.0,24.0,5.0,4,20260621,10,三国,7,20260621_10_7,3-5-1,37780
5,4761,山田 晃大,A2,0.13,5.75,6.94,37.5,43.75,山田 晃大,52.6,6.87,0.0,0.09,24.0,5.0,24.0,5.0,2,20260621,10,三国,7,20260621_10_7,3-5-1,37780
6,4864,小川 日紀太,B1,0.14,3.73,4.32,34.38,31.43,小川 日紀太,52.6,6.82,0.0,0.09,24.0,5.0,24.0,5.0,4,20260621,10,三国,7,20260621_10_7,3-5-1,37780
1,4837,酒井 陽祐,B1,0.15,4.33,3.58,29.73,36.76,酒井 陽祐,51.5,,,-0.11,23.0,5.0,24.0,5.0,4,20260621,10,三国,8,20260621_10_8,2-5-4,4230
2,3742,宮地 秀祈,B1,0.18,4.92,4.91,32.79,29.51,宮地 秀祈,52.0,6.84,0.0,0.04,23.0,5.0,24.0,5.0,1,20260621,10,三国,8,20260621_10_8,2-5-4,4230
3,3841,佐々木 和伸,A2,0.16,6.02,0.0,29.58,35.82,佐々木 和伸,54.3,6.88,0.0,0.01,23.0,5.0,24.0,5.0,4,20260621,10,三国,8,20260621_10_8,2-5-4,4230
4,3833,中辻 博訓,A1,0.13,6.3,6.88,18.18,26.15,中辻 博訓,53.9,6.93,0.0,0.19,23.0,5.0,24.0,5.0,3,20260621,10,三国,8,20260621_10_8,2-5-4,4230
5,5183,中野 孝二,B1,0.16,4.9,3.88,41.27,41.54,中野 孝二,53.8,6.76,0.5,0.25,23.0,5.0,24.0,5.0,2,20260621,10,三国,8,20260621_10_8,2-5-4,4230
6,3564,桑原 啓,B1,0.18,4.4,3.79,47.06,21.88,桑原 啓,53.2,6.81,0.0,0.08,23.0,5.0,24.0,5.0,4,20260621,10,三国,8,20260621_10_8,2-5-4,4230
1,3827,今泉 徹,B1,0.17,4.0,4.38,38.1,31.25,今泉 徹,52.5,6.96,0.0,0.13,24.0,5.0,24.0,5.0,2,20260621,10,三国,9,20260621_10_9,3-1-5,1730
2,5204,宇恵 有香,B2,0.0,4.17,2.75,26.87,43.86,宇恵 有香,45.5,6.87,0.0,0.09,24.0,5.0,24.0,5.0,4,20260621,10,三国,9,20260621_10_9,3-1-5,1730
3,4089,妹尾 忠幸,A2,0.15,5.96,7.1,45.16,42.86,妹尾 忠幸,54.5,6.91,0.0,0.07,24.0,5.0,24.0,5.0,1,20260621,10,三国,9,20260621_10_9,3-1-5,1730
4,4866,橋本 英一,B1,0.16,3.77,4.0,37.88,24.19,橋本 英一,54.6,6.94,0.0,0.09,24.0,5.0,24.0,5.0,4,20260621,10,三国,9,20260621_10_9,3-1-5,1730
5,4610,佐藤 大佑,A2,0.16,6.17,6.0,31.82,32.26,佐藤 大佑,53.9,6.82,0.0,0.17,24.0,5.0,24.0,5.0,3,20260621,10,三国,9,20260621_10_9,3-1-5,1730
6,4706,三浦 洋次朗,A2,0.17,6.1,5.55,27.42,28.57,三浦 洋次朗,50.0,6.88,0.0,0.17,24.0,5.0,24.0,5.0,4,20260621,10,三国,9,20260621_10_9,3-1-5,1730
1,4031,飯島 誠,B1,0.17,4.71,4.31,31.82,48.28,飯島 誠,52.8,6.82,0.0,0.13,24.0,5.0,24.0,5.0,4,20260621,10,三国,10,20260621_10_10,2-4-3,3190
2,4793,金子 萌,A2,0.14,6.47,5.9,25.0,29.69,金子 萌,52.0,6.84,0.0,-0.05,24.0,5.0,24.0,5.0,1,20260621,10,三国,10,20260621_10_10,2-4-3,3190
3,5036,福田 翔吾,B1,0.19,5.31,7.0,35.94,30.16,福田 翔吾,52.3,6.86,0.0,-0.13,24.0,5.0,24.0,5.0,3,20260621,10,三国,10,20260621_10_10,2-4-3,3190
4,3965,北中 元樹,A2,0.17,6.2,4.79,38.33,32.26,北中 元樹,54.1,6.9,0.0,0.02,24.0,5.0,24.0,5.0,2,20260621,10,三国,10,20260621_10_10,2-4-3,3190
5,4466,南 佑典,A2,0.16,5.88,5.4,43.55,33.85,南 佑典,51.5,6.87,0.0,0.06,24.0,5.0,24.0,5.0,4,20260621,10,三国,10,20260621_10_10,2-4-3,3190
6,5061,中村 駿平,B1,0.15,3.02,2.6,44.62,32.81,中村 駿平,53.9,6.91,0.0,0.16,24.0,5.0,24.0,5.0,4,20260621,10,三国,10,20260621_10_10,2-4-3,3190
1,3505,山田 竜一,B1,0.14,5.42,6.67,28.57,32.86,山田 竜一,53.5,6.92,0.0,-0.02,24.0,5.0,24.0,5.0,2,20260621,10,三国,11,20260621_10_11,3-1-4,7440
2,4732,堀本 和也,A1,0.11,6.57,0.0,34.92,20.45,堀本 和也,53.4,6.78,-0.5,0.07,24.0,5.0,24.0,5.0,4,20260621,10,三国,11,20260621_10_11,3-1-4,7440
3,5321,一色 颯輝,B2,0.19,5.01,4.24,40.63,28.36,一色 颯輝,53.9,6.82,0.0,-0.11,24.0,5.0,24.0,5.0,1,20260621,10,三国,11,20260621_10_11,3-1-4,7440
4,4864,小川 日紀太,B1,0.14,3.73,4.32,34.38,31.43,小川 日紀太,52.6,6.8,0.0,-0.01,24.0,5.0,24.0,5.0,3,20260621,10,三国,11,20260621_10_11,3-1-4,7440
5,4589,塩崎 桐加,A2,0.15,5.02,7.0,37.1,42.25,塩崎 桐加,50.2,6.81,0.0,-0.08,24.0,5.0,24.0,5.0,4,20260621,10,三国,11,20260621_10_11,3-1-4,7440
6,4700,金子 和之,A2,0.14,6.15,5.75,40.91,30.77,金子 和之,52.7,6.85,0.0,-0.03,24.0,5.0,24.0,5.0,4,20260621,10,三国,11,20260621_10_11,3-1-4,7440
1,3833,中辻 博訓,A1,0.13,6.3,6.88,18.18,26.15,中辻 博訓,53.9,6.88,0.0,0.22,24.0,5.0,24.0,5.0,1,20260621,10,三国,12,20260621_10_12,1-2-5,1480
2,4033,伊藤 将吉,A1,0.13,6.11,6.41,13.56,54.24,伊藤 将吉,53.2,7.03,0.0,0.15,24.0,5.0,24.0,5.0,2,20260621,10,三国,12,20260621_10_12,1-2-5,1480
3,4482,守屋 美穂,A1,0.16,6.51,0.0,30.77,34.85,守屋 美穂,45.0,6.83,0.0,0.22,24.0,5.0,24.0,5.0,4,20260621,10,三国,12,20260621_10_12,1-2-5,1480
4,4190,長嶋 万記,A1,0.16,6.9,6.25,45.16,46.43,長嶋 万記,50.4,6.84,0.0,0.13,24.0,5.0,24.0,5.0,4,20260621,10,三国,12,20260621_10_12,1-2-5,1480
5,4812,西野 雄貴,A1,0.13,7.13,5.67,39.68,29.41,西野 雄貴,51.0,6.9,0.0,-0.01,24.0,5.0,24.0,5.0,3,20260621,10,三国,12,20260621_10_12,1-2-5,1480
6,4886,入海 馨,A1,0.14,5.8,6.6,42.86,46.67,入海 馨,54.7,6.88,1.0,0.05,24.0,5.0,24.0,5.0,4,20260621,10,三国,12,20260621_10_12,1-2-5,1480
1,3282,池本 輝明,B1,0.2,4.63,3.44,34.21,34.0,池本 輝明,51.5,6.75,0.0,0.25,26.0,7.0,25.0,7.0,1,20260621,11,びわこ,1,20260621_11_1,1-4-3,1860
2,4139,丹下 健,B1,0.17,4.38,5.17,24.44,30.95,丹下 健,53.4,6.84,0.5,0.09,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,1,20260621_11_1,1-4-3,1860
3,4257,古川 健,B1,0.16,4.36,4.32,33.33,32.35,古川 健,52.0,6.86,0.0,0.1,26.0,7.0,25.0,7.0,3,20260621,11,びわこ,1,20260621_11_1,1-4-3,1860
4,3708,岡部 貴司,B1,0.15,4.87,5.9,52.73,38.64,岡部 貴司,55.1,6.85,0.5,0.15,26.0,7.0,25.0,7.0,2,20260621,11,びわこ,1,20260621_11_1,1-4-3,1860
5,4182,吉田 和仁,B1,0.18,4.92,4.73,39.13,24.49,吉田 和仁,55.1,6.78,0.0,0.09,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,1,20260621_11_1,1-4-3,1860
6,5295,田上 凜,B1,0.2,4.81,2.7,46.3,27.91,田上 凜,46.5,6.75,0.0,0.42,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,1,20260621_11_1,1-4-3,1860
1,3436,柏野 幸二,A2,0.12,5.84,5.48,35.14,45.65,柏野 幸二,51.0,6.81,0.5,0.08,27.0,6.0,25.0,6.0,1,20260621,11,びわこ,2,20260621_11_2,1-4-5,5250
2,4004,山本 浩輔,B1,0.19,5.25,4.67,32.43,12.5,山本 浩輔,52.0,6.86,0.5,0.13,27.0,6.0,25.0,6.0,4,20260621,11,びわこ,2,20260621_11_2,1-4-5,5250
3,4469,土山 卓也,A2,0.16,5.97,0.0,40.91,16.67,土山 卓也,54.5,6.84,0.0,0.14,27.0,6.0,25.0,6.0,4,20260621,11,びわこ,2,20260621_11_2,1-4-5,5250
4,4138,中井 俊祐,B1,0.17,4.84,0.0,28.95,16.67,中井 俊祐,51.5,6.87,0.5,0.06,27.0,6.0,25.0,6.0,2,20260621,11,びわこ,2,20260621_11_2,1-4-5,5250
5,3869,井芹 大志,B1,0.17,3.95,4.8,37.78,34.78,井芹 大志,54.7,6.89,0.0,0.09,27.0,6.0,25.0,6.0,3,20260621,11,びわこ,2,20260621_11_2,1-4-5,5250
6,4155,長野 壮志郎,A1,0.16,6.03,6.21,27.91,41.3,長野 壮志郎,54.7,6.84,0.5,0.27,27.0,6.0,25.0,6.0,4,20260621,11,びわこ,2,20260621_11_2,1-4-5,5250
1,4400,加藤 奈月,B1,0.19,4.13,3.41,31.71,17.65,加藤 奈月,54.8,6.84,0.5,0.0,27.0,6.0,25.0,8.0,2,20260621,11,びわこ,3,20260621_11_3,3-1-5,5970
2,4730,土屋 実沙希,A2,0.17,5.15,4.87,32.61,36.0,土屋 実沙希,47.3,6.83,0.5,0.08,27.0,6.0,25.0,8.0,4,20260621,11,びわこ,3,20260621_11_3,3-1-5,5970
3,5156,坂野 さくら,B1,0.19,4.4,4.92,11.11,37.21,坂野 さくら,46.5,6.81,0.0,0.1,27.0,6.0,25.0,8.0,1,20260621,11,びわこ,3,20260621_11_3,3-1-5,5970
4,5380,野田 亜湖,B2,0.3,1.22,1.11,35.56,11.11,野田 亜湖,51.3,6.86,0.5,0.26,27.0,6.0,25.0,8.0,4,20260621,11,びわこ,3,20260621_11_3,3-1-5,5970
5,4843,深尾 巴恵,B2,0.13,4.62,5.8,20.41,16.22,深尾 巴恵,47.0,6.8,0.5,0.14,27.0,6.0,25.0,8.0,3,20260621,11,びわこ,3,20260621_11_3,3-1-5,5970
6,4823,中村 桃佳,A1,0.15,6.94,4.0,15.91,30.43,中村 桃佳,45.0,6.94,0.5,0.1,27.0,6.0,25.0,8.0,4,20260621,11,びわこ,3,20260621_11_3,3-1-5,5970
1,3891,谷口 健一,B1,0.18,3.57,3.12,23.08,43.48,谷口 健一,55.0,6.77,0.5,0.08,26.0,7.0,25.0,7.0,1,20260621,11,びわこ,4,20260621_11_4,1-4-6,12660
2,4175,川尻 泰輔,B1,0.17,5.93,4.4,38.1,29.55,川尻 泰輔,56.5,6.89,0.5,-0.15,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,4,20260621_11_4,1-4-6,12660
3,4942,柴田 朋哉,A2,0.14,5.35,4.3,46.3,30.95,柴田 朋哉,52.9,6.83,0.0,0.07,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,4,20260621_11_4,1-4-6,12660
4,4090,中村 尊,A1,0.13,4.94,5.1,40.0,46.0,中村 尊,55.0,6.79,0.5,0.06,26.0,7.0,25.0,7.0,2,20260621,11,びわこ,4,20260621_11_4,1-4-6,12660
5,3212,亀本 勇樹,B1,0.17,4.84,4.52,26.67,32.61,亀本 勇樹,58.9,6.93,0.5,0.09,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,4,20260621_11_4,1-4-6,12660
6,3809,吉田 光,B1,0.17,4.14,5.09,52.27,51.11,吉田 光,52.0,6.91,0.0,0.04,26.0,7.0,25.0,7.0,3,20260621,11,びわこ,4,20260621_11_4,1-4-6,12660
1,5058,前原 大道,A1,0.14,6.9,0.0,20.59,27.91,前原 大道,52.0,6.76,0.0,0.12,26.0,6.0,25.0,6.0,1,20260621,11,びわこ,5,20260621_11_5,1-3-4,560
2,3730,塩崎 優司,B1,0.17,5.08,4.24,31.91,7.5,塩崎 優司,52.9,6.86,0.0,0.24,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,5,20260621_11_5,1-3-4,560
3,4294,古賀 繁輝,A1,0.14,6.23,5.88,37.5,36.17,古賀 繁輝,57.0,6.84,0.5,0.02,26.0,6.0,25.0,6.0,2,20260621,11,びわこ,5,20260621_11_5,1-3-4,560
4,3319,山崎 義明,B1,0.17,5.41,4.37,36.96,29.55,山崎 義明,52.0,6.87,0.5,0.03,26.0,6.0,25.0,6.0,3,20260621,11,びわこ,5,20260621_11_5,1-3-4,560
5,3282,池本 輝明,B1,0.2,4.63,3.44,34.21,34.0,池本 輝明,51.5,6.85,0.0,0.09,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,5,20260621_11_5,1-3-4,560
6,4498,宮本 夏樹,B1,0.17,5.4,0.0,45.65,36.36,宮本 夏樹,54.6,6.89,0.5,0.09,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,5,20260621_11_5,1-3-4,560
1,3701,大西 隆洋,B1,0.16,4.04,4.18,31.82,45.83,大西 隆洋,56.3,6.77,0.5,0.35,26.0,6.0,25.0,6.0,3,20260621,11,びわこ,6,20260621_11_6,5-4-1,8650
2,3708,岡部 貴司,B1,0.15,4.87,5.9,52.73,38.64,岡部 貴司,55.1,6.83,0.5,0.23,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,6,20260621_11_6,5-4-1,8650
3,4487,三原 司,B1,0.18,4.8,4.7,34.09,45.65,三原 司,52.0,6.75,0.0,0.13,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,6,20260621_11_6,5-4-1,8650
4,4643,近江 翔吾,A1,0.14,6.98,5.86,24.49,22.5,近江 翔吾,52.1,6.78,0.0,0.08,26.0,6.0,25.0,6.0,2,20260621,11,びわこ,6,20260621_11_6,5-4-1,8650
5,4495,森 晋太郎,A2,0.13,4.86,7.11,24.49,23.4,森 晋太郎,53.7,6.84,0.0,-0.05,26.0,6.0,25.0,6.0,1,20260621,11,びわこ,6,20260621_11_6,5-4-1,8650
6,5471,田中 結,B2,0.0,1.33,0.0,36.84,26.19,田中 結,46.5,6.7,0.5,0.04,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,6,20260621_11_6,5-4-1,8650
1,3726,桂林 寛,B2,0.17,5.17,0.0,36.96,37.5,桂林 寛,53.5,6.71,0.5,0.11,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,7,20260621_11_7,4-5-2,1570
2,5139,大場 恒季,A2,0.14,6.36,7.06,34.78,48.0,大場 恒季,51.5,6.77,0.0,0.07,26.0,6.0,25.0,6.0,3,20260621,11,びわこ,7,20260621_11_7,4-5-2,1570
3,4563,齋藤 真之,B1,0.18,4.06,5.0,39.53,34.21,齋藤 真之,53.4,6.8,0.0,0.02,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,7,20260621_11_7,4-5-2,1570
4,4544,松田 大志郎,A1,0.16,7.58,7.17,40.43,41.3,松田 大志郎,52.0,6.77,0.5,-0.02,26.0,6.0,25.0,6.0,1,20260621,11,びわこ,7,20260621_11_7,4-5-2,1570
5,4004,山本 浩輔,B1,0.19,5.25,4.67,32.43,12.5,山本 浩輔,52.0,6.83,0.5,0.01,26.0,6.0,25.0,6.0,2,20260621,11,びわこ,7,20260621_11_7,4-5-2,1570
6,5380,野田 亜湖,B2,0.3,1.22,1.11,35.56,11.11,野田 亜湖,51.3,6.76,0.5,0.21,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,7,20260621_11_7,4-5-2,1570
1,3869,井芹 大志,B1,0.17,3.95,4.8,37.78,34.78,井芹 大志,54.7,6.72,0.0,0.41,26.0,8.0,25.0,8.0,4,20260621,11,びわこ,8,20260621_11_8,3-5-2,4520
2,4674,池田 剛規,A2,0.15,5.17,6.2,34.21,38.46,池田 剛規,52.2,6.82,0.0,0.34,26.0,8.0,25.0,8.0,3,20260621,11,びわこ,8,20260621_11_8,3-5-2,4520
3,4823,中村 桃佳,A1,0.15,6.94,4.0,15.91,30.43,中村 桃佳,45.0,6.79,0.5,0.26,26.0,8.0,25.0,8.0,1,20260621,11,びわこ,8,20260621_11_8,3-5-2,4520
4,4175,川尻 泰輔,B1,0.17,5.93,4.4,38.1,29.55,川尻 泰輔,56.5,6.8,0.0,0.5,26.0,8.0,25.0,8.0,4,20260621,11,びわこ,8,20260621_11_8,3-5-2,4520
5,5229,吉川 晴人,A2,0.15,5.13,5.69,30.0,39.53,吉川 晴人,55.0,6.85,0.5,0.38,26.0,8.0,25.0,8.0,2,20260621,11,びわこ,8,20260621_11_8,3-5-2,4520
6,4458,抹香 雄三,B1,0.14,5.25,5.17,21.15,46.67,抹香 雄三,52.9,6.88,0.0,0.34,26.0,8.0,25.0,8.0,4,20260621,11,びわこ,8,20260621_11_8,3-5-2,4520
1,4942,柴田 朋哉,A2,0.14,5.35,4.3,46.3,30.95,柴田 朋哉,52.9,6.78,0.0,0.03,26.0,7.0,25.0,7.0,1,20260621,11,びわこ,9,20260621_11_9,1-6-4,8700
2,3319,山崎 義明,B1,0.17,5.41,4.37,36.96,29.55,山崎 義明,52.0,6.71,0.0,0.07,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,9,20260621_11_9,1-6-4,8700
3,4155,長野 壮志郎,A1,0.16,6.03,6.21,27.91,41.3,長野 壮志郎,54.7,6.83,0.0,-0.16,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,9,20260621_11_9,1-6-4,8700
4,4257,古川 健,B1,0.16,4.36,4.32,33.33,32.35,古川 健,52.0,6.83,0.5,-0.02,26.0,7.0,25.0,7.0,3,20260621,11,びわこ,9,20260621_11_9,1-6-4,8700
5,4666,日笠 勝弘,B2,0.16,3.82,4.17,28.26,40.0,日笠 勝弘,52.0,6.85,0.0,-0.05,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,9,20260621_11_9,1-6-4,8700
6,3412,鈴木 博,A2,0.16,6.74,5.74,36.21,29.17,鈴木 博,53.0,6.81,0.5,-0.06,26.0,7.0,25.0,7.0,2,20260621,11,びわこ,9,20260621_11_9,1-6-4,8700
1,4090,中村 尊,A1,0.13,4.94,5.1,40.0,46.0,中村 尊,54.1,6.74,0.5,0.11,26.0,6.0,25.0,6.0,1,20260621,11,びわこ,10,20260621_11_10,1-2-5,1160
2,4643,近江 翔吾,A1,0.14,6.98,5.86,24.49,22.5,近江 翔吾,51.5,6.72,0.0,0.06,26.0,6.0,25.0,6.0,2,20260621,11,びわこ,10,20260621_11_10,1-2-5,1160
3,5323,香川 陽太,B1,0.16,4.3,3.79,30.95,27.45,香川 陽太,59.0,6.86,0.5,0.33,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,10,20260621_11_10,1-2-5,1160
4,4469,土山 卓也,A2,0.16,5.97,0.0,40.91,16.67,土山 卓也,54.3,6.72,0.0,0.14,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,10,20260621_11_10,1-2-5,1160
5,3503,堂原 洋史,B1,0.16,3.74,4.11,50.94,32.61,堂原 洋史,51.0,6.73,0.5,0.29,26.0,6.0,25.0,6.0,3,20260621,11,びわこ,10,20260621_11_10,1-2-5,1160
6,3730,塩崎 優司,B1,0.17,5.08,4.24,31.91,7.5,塩崎 優司,52.9,6.89,0.0,0.16,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,10,20260621_11_10,1-2-5,1160
1,4294,古賀 繁輝,A1,0.14,6.23,5.88,37.5,36.17,古賀 繁輝,57.0,6.85,0.5,0.22,26.0,6.0,25.0,6.0,1,20260621,11,びわこ,11,20260621_11_11,1-2-5,2170
2,4182,吉田 和仁,B1,0.18,4.92,4.73,39.13,24.49,吉田 和仁,55.1,6.75,0.5,0.29,26.0,6.0,25.0,6.0,2,20260621,11,びわこ,11,20260621_11_11,1-2-5,2170
3,3436,柏野 幸二,A2,0.12,5.84,5.48,35.14,45.65,柏野 幸二,51.0,6.77,0.5,-0.05,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,11,20260621_11_11,1-2-5,2170
4,4495,森 晋太郎,A2,0.13,4.86,7.11,24.49,23.4,森 晋太郎,53.7,6.87,0.0,-0.08,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,11,20260621_11_11,1-2-5,2170
5,5139,大場 恒季,A2,0.14,6.36,7.06,34.78,48.0,大場 恒季,51.5,6.76,0.5,-0.07,26.0,6.0,25.0,6.0,3,20260621,11,びわこ,11,20260621_11_11,1-2-5,2170
6,5156,坂野 さくら,B1,0.19,4.4,4.92,11.11,37.21,坂野 さくら,46.5,6.8,0.0,0.07,26.0,6.0,25.0,6.0,4,20260621,11,びわこ,11,20260621_11_11,1-2-5,2170
1,4544,松田 大志郎,A1,0.16,7.58,7.17,40.43,41.3,松田 大志郎,52.0,6.73,0.0,0.03,26.0,7.0,25.0,7.0,2,20260621,11,びわこ,12,20260621_11_12,4-1-3,3140
2,4138,中井 俊祐,B1,0.17,4.84,0.0,28.95,16.67,中井 俊祐,51.5,6.86,0.5,0.27,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,12,20260621_11_12,4-1-3,3140
3,5229,吉川 晴人,A2,0.15,5.13,5.69,30.0,39.53,吉川 晴人,55.0,6.81,0.5,0.04,26.0,7.0,25.0,7.0,3,20260621,11,びわこ,12,20260621_11_12,4-1-3,3140
4,5058,前原 大道,A1,0.14,6.9,0.0,20.59,27.91,前原 大道,52.0,6.66,0.5,0.07,26.0,7.0,25.0,7.0,1,20260621,11,びわこ,12,20260621_11_12,4-1-3,3140
5,4487,三原 司,B1,0.18,4.8,4.7,34.09,45.65,三原 司,52.0,6.79,0.0,0.06,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,12,20260621_11_12,4-1-3,3140
6,4730,土屋 実沙希,A2,0.17,5.15,4.87,32.61,36.0,土屋 実沙希,47.3,6.74,0.5,0.06,26.0,7.0,25.0,7.0,4,20260621,11,びわこ,12,20260621_11_12,4-1-3,3140
1,5140,吉田 彩乃,B1,0.19,4.86,3.22,36.96,34.15,吉田 彩乃,47.0,6.77,0.0,0.31,26.6,6.0,25.5,4.0,1,20260621,13,尼崎,1,20260621_13_1,1-3-2,1260
2,3748,小黒 竜吾,B1,0.17,4.41,0.0,25.58,31.43,小黒 竜吾,55.6,6.88,0.0,0.21,26.6,6.0,25.5,4.0,3,20260621,13,尼崎,1,20260621_13_1,1-3-2,1260
3,4601,森野 正弘,A2,0.14,6.64,6.1,35.14,42.11,森野 正弘,53.4,6.81,0.5,0.1,26.6,6.0,25.5,4.0,2,20260621,13,尼崎,1,20260621_13_1,1-3-2,1260
4,3535,渡 修平,B1,0.18,4.03,4.09,38.89,34.15,渡 修平,52.0,6.86,-0.5,0.19,26.6,6.0,25.5,4.0,4,20260621,13,尼崎,1,20260621_13_1,1-3-2,1260
5,3474,松瀬 弘美,B1,0.17,4.39,4.9,14.29,16.22,松瀬 弘美,46.5,6.88,0.0,0.24,26.6,6.0,25.5,4.0,4,20260621,13,尼崎,1,20260621_13_1,1-3-2,1260
6,4511,中岡 健人,B1,0.17,4.85,3.92,43.48,40.54,中岡 健人,57.1,6.93,0.0,0.12,26.6,6.0,25.5,4.0,4,20260621,13,尼崎,1,20260621_13_1,1-3-2,1260
1,4393,田中 孝明,B1,0.19,4.25,4.95,21.62,25.0,田中 孝明,57.7,6.88,0.0,0.03,28.5,9.0,25.0,7.0,4,20260621,13,尼崎,2,20260621_13_2,2-4-6,2840
2,4297,山田 哲也,A1,0.12,6.31,6.78,31.58,18.18,山田 哲也,52.2,6.86,0.5,0.01,28.5,9.0,25.0,7.0,1,20260621,13,尼崎,2,20260621_13_2,2-4-6,2840
3,5123,福山 恵里奈,B1,0.16,4.36,3.14,19.35,20.93,福山 恵里奈,47.0,6.92,0.0,0.22,28.5,9.0,25.0,7.0,4,20260621,13,尼崎,2,20260621_13_2,2-4-6,2840
